"id","ultCot","cod","cotAtual","divYield","ultInsert","ultAt"
"322","2023-01-12","NEXP3","0.32","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"323","2023-01-12","JFEN3","0.7","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"324","2023-01-12","AVLL3","8.49","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"325","2023-01-12","CTNM4","1.76","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"326","2023-01-12","RSID3","2.7","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"327","2023-01-12","SNSY5","2.98","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"328","2023-01-12","SGPS3","1.21","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"329","2023-01-12","TEKA4","17.25","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"330","2023-01-12","ATMP3","1.2","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"331","2023-01-12","OSXB3","6.3","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"332","2023-01-12","PDGR3","0.17","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"333","2023-01-12","SLED4","1.92","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"334","2023-01-12","HOOT4","1.12","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"335","2023-01-12","INEP4","1.25","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"336","2023-01-12","SYNE3","4.11","12.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"337","2023-01-12","MWET4","9.98","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"338","2023-01-12","MGEL4","13.37","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"339","2023-01-12","MRFG3","8.64","26.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"340","2023-01-12","PETR4","24.63","68","2023-01-14 14:30:12","2023-01-14 14:30:12"
"341","2023-01-12","EUCA4","7.68","10.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"342","2023-01-12","JBSS3","22.03","9.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"343","2023-01-12","RNEW4","1.97","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"344","2023-01-12","BDLL4","8.89","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"345","2023-01-12","HBRE3","4.58","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"346","2023-01-12","FHER3","17.27","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"347","2023-01-12","TASA4","12.9","11.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"348","2023-01-12","GOAU4","14.13","9.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"349","2023-01-12","MOVI3","7.81","18.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"350","2023-01-12","EALT4","6.79","18.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"351","2023-01-12","JALL3","7.04","2.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"352","2023-01-12","HAGA4","1.13","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"353","2023-01-12","BALM4","9.95","3.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"354","2023-01-12","LOGG3","15.94","5.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"355","2023-01-12","CEBR6","10.47","37.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"356","2023-01-12","GGBR4","32.25","11.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"357","2023-01-12","NEOE3","14.74","6.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"358","2023-01-12","JHSF3","4.89","4.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"359","2023-01-12","DEXP4","5.9","6.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"360","2023-01-12","UCAS3","2.39","7.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"361","2023-01-12","ENAT3","14.45","11.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"362","2023-01-12","FESA4","56.3","9.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"363","2023-01-12","MTSA4","40.8","6.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"364","2023-01-12","UNIP6","80","17.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"365","2023-01-12","PTNT4","6.57","4.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"366","2023-01-12","MDNE3","5.9","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"367","2023-01-12","KLBN4","4","7.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"368","2023-01-12","SAPR4","3.52","8.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"369","2023-01-12","CGRA4","28.9","11.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"370","2023-01-12","AFLT3","9.17","2.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"371","2023-01-12","PFRM3","3.41","5.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"372","2023-01-12","TECN3","2.43","3.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"373","2023-01-12","KEPL3","19.88","10.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"374","2023-01-12","RAPT4","8.4","10.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"375","2023-01-12","ENBR3","19.98","12.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"376","2023-01-12","DXCO3","7.09","4.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"377","2023-01-12","ATOM3","2.33","2.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"378","2023-01-12","CCRO3","11.65","3.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"379","2023-01-12","POSI3","8.19","4.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"380","2023-01-12","RSUL4","59.75","3.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"381","2023-01-12","TRPL4","22.71","4.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"382","2023-01-12","HBOR3","2.34","7.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"383","2023-01-12","WLMM4","18.27","6.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"384","2023-01-12","MELK3","3.2","6.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"385","2023-01-12","CAML3","7.56","4.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"386","2023-01-12","SMTO3","23.12","4.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"387","2023-01-12","BMKS3","313","5.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"388","2023-01-12","EKTR4","34.41","22.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"389","2023-01-12","TAEE4","11.66","17.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"390","2023-01-12","ENGI4","7.5","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"391","2023-01-12","AGRO3","27.92","18.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"392","2023-01-12","CMIG4","11.57","11.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"393","2023-01-12","CSUD3","11.43","8.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"394","2023-01-12","EVEN3","4.82","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"395","2023-01-12","WIZS3","6.85","8.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"396","2023-01-12","SHUL4","4.92","4.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"397","2023-01-12","SLCE3","45.85","6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"398","2023-01-12","CPFE3","32.3","10","2023-01-14 14:30:12","2023-01-14 14:30:12"
"399","2023-01-12","ALLD3","5.95","15.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"400","2023-01-12","SBFG3","11","1.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"401","2023-01-12","PRNR3","7.99","3.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"402","2023-01-12","QUAL3","6.42","4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"403","2023-01-12","PLPL3","4.15","3.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"404","2023-01-12","EZTC3","13.78","5.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"405","2023-01-12","MRVE3","7.59","5.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"406","2023-01-12","DMVF3","3.97","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"407","2023-01-12","VBBR3","15.1","5.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"408","2023-01-12","CMIN3","4.53","20.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"409","2023-01-12","ALUP4","9.68","4.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"410","2023-01-12","CSMG3","15.46","2.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"411","2023-01-12","CSNA3","16.93","14.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"412","2023-01-12","TGMA3","18.63","6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"413","2023-01-12","CIEL3","4.96","5.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"414","2023-01-12","LAVV3","5.1","12.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"415","2023-01-12","GRND3","6.59","4.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"416","2023-01-12","CGAS5","130.5","11.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"417","2023-01-12","JSLG3","5.61","8.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"418","2023-01-12","PRIO3","39.75","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"419","2023-01-12","BRKM6","24.98","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"420","2023-01-12","POMO4","2.87","4.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"421","2023-01-12","BEEF3","14.57","3.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"422","2023-01-12","CURY3","12.61","4.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"423","2023-01-12","SOJA3","10.92","1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"424","2023-01-12","SIMH3","7.04","9.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"425","2023-01-12","BRGE6","12.02","6.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"426","2023-01-12","AZEV4","1.71","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"427","2023-01-12","MILS3","9.99","2.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"428","2023-01-12","TRIS3","3.59","6.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"429","2023-01-12","OFSA3","26.75","2.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"430","2023-01-12","VITT3","11.83","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"431","2023-01-12","SBSP3","55.17","1.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"432","2023-01-12","DIRR3","15.12","7.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"433","2023-01-12","CRFB3","14.4","2.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"434","2023-01-12","ODPV3","10.2","3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"435","2023-01-12","EQTL3","27.55","2.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"436","2023-01-12","TIMS3","11.86","4.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"437","2023-01-12","WHRL4","4.9","4.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"438","2023-01-12","PSSA3","23.44","4.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"439","2023-01-12","GMAT3","6.16","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"440","2023-01-12","DOHL4","4.25","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"441","2023-01-12","BMOB3","14.46","1.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"442","2023-01-12","MTRE3","5.2","6.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"443","2023-01-12","BLAU3","26.74","3.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"444","2023-01-12","BOAS3","7.76","3.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"445","2023-01-12","VIVA3","21.79","0.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"446","2023-01-12","PARD3","21.2","3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"447","2023-01-12","GEPA4","25.61","9.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"448","2023-01-12","FLRY3","15.81","5.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"449","2023-01-12","RDNI3","6.58","0.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"450","2023-01-12","ABEV3","14.1","5.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"451","2023-01-12","EGIE3","38.81","7.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"452","2023-01-12","STBP3","8.34","7.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"453","2023-01-12","TFCO4","10.52","1.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"454","2023-01-12","HYPE3","45.11","2.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"455","2023-01-12","MULT3","22.32","3.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"456","2023-01-12","MDIA3","34.39","5.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"457","2023-01-12","B3SA3","13.37","3.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"458","2023-01-12","ENEV3","12.65","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"459","2023-01-12","PGMN3","4.37","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"460","2023-01-12","ASAI3","20","0.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"461","2023-01-12","ARZZ3","79.6","2.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"462","2023-01-12","ELET6","43.88","2.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"463","2023-01-12","ECOR3","4.67","0.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"464","2023-01-12","CSAN3","17.69","2.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"465","2023-01-12","ALPA4","14.51","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"466","2023-01-12","EMAE4","65.93","1.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"467","2023-01-12","CPLE6","7.73","11.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"468","2023-01-12","LPSB3","2.1","3.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"469","2023-01-12","VAMO3","12.85","2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"470","2023-01-12","VLID3","9.01","3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"471","2023-01-12","INTB3","31.94","1.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"472","2023-01-12","SOMA3","9.97","0.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"473","2023-01-12","AMBP3","21.05","1.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"474","2023-01-12","LOGN3","35.09","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"475","2023-01-12","RAIZ4","3.49","4.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"476","2023-01-12","APER3","28.1","0.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"477","2023-01-12","RENT3","54.53","2.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"478","2023-01-12","CSED3","3.7","3.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"479","2023-01-12","ARML3","11.95","3.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"480","2023-01-12","ALSO3","18","1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"481","2023-01-12","TOTS3","28.59","1.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"482","2023-01-12","RRRP3","44.9","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"483","2023-01-12","SQIA3","15.87","0.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"484","2023-01-12","RDOR3","26.85","1.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"485","2023-01-12","RADL3","24.05","1.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"486","2023-01-12","BAUH4","83.89","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"487","2023-01-12","PETZ3","6.31","0.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"488","2023-01-12","AMER3","2.72","22.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"489","2023-01-12","PDTC3","3.04","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"490","2023-01-12","LJQQ3","4.16","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"491","2023-01-12","NGRD3","1.57","0.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"492","2023-01-12","IGTI3","2.68","1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"493","2023-01-12","LWSA3","6.5","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"494","2023-01-12","ITSA4","8.7","6.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"495","2023-01-10","RPAD6","6.56","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"496","2023-01-13","ELET6","43.27","2.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"497","2023-01-13","CEBR6","10.4","37.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"498","2023-01-13","UNIP6","81.4","16.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"499","2023-01-13","CSRN6","22","20.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"500","2023-01-13","BRKM6","23","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"501","2023-01-13","CPLE6","7.78","11.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"502","2023-01-13","SNSY5","3","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"503","2023-01-13","CGAS5","128","12","2023-01-14 14:30:12","2023-01-14 14:30:12"
"504","2023-01-13","COCE5","45","4.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"505","2023-01-13","RAIZ4","3.34","4.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"506","2023-01-13","TXRX4","3.98","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"507","2023-01-13","RNEW4","2.02","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"508","2023-01-13","AZEV4","1.7","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"509","2023-01-13","GOAU4","14.1","9.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"510","2023-01-13","RAPT4","8.27","10.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"511","2023-01-13","HOOT4","1.19","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"512","2023-01-13","PTNT4","6.59","4.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"513","2023-01-13","EALT4","6.82","18.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"514","2023-01-13","MWET4","9.51","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"515","2023-01-13","ESTR4","39.99","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"516","2023-01-13","PETR4","24.57","68.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"517","2023-01-13","SAPR4","3.46","8.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"518","2023-01-13","BOBR4","1.18","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"519","2023-01-13","OIBR4","4.1","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"520","2023-01-13","GGBR4","32.43","11.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"521","2023-01-13","DEXP4","5.8","7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"522","2023-01-13","ALUP4","9.4","4.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"523","2023-01-13","INEP4","1.22","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"524","2023-01-13","POMO4","2.87","4.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"525","2023-01-13","TFCO4","10.75","1.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"526","2023-01-13","KLBN4","4.02","7.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"527","2023-01-13","CTNM4","1.79","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"528","2023-01-13","WLMM4","17.5","6.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"529","2023-01-13","AZUL4","11.66","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"530","2023-01-13","RSUL4","58","3.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"531","2023-01-13","SHUL4","4.98","4.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"532","2023-01-13","RCSL4","0.58","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"533","2023-01-13","WHRL4","4.88","4.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"534","2023-01-13","TRPL4","22.5","4.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"535","2023-01-13","GOLL4","7.9","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"536","2023-01-13","BDLL4","9","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"537","2023-01-13","DOHL4","4.3","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"538","2023-01-13","ENGI4","7.34","3.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"539","2023-01-13","CMIG4","11.42","11.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"540","2023-01-13","TAEE4","11.67","17.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"541","2023-01-13","EMAE4","65.49","1.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"542","2023-01-13","SLED4","1.85","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"543","2023-01-13","CLSC4","52.98","6.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"544","2023-01-13","TELB4","10.19","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"545","2023-01-13","MTSA4","40.42","6.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"546","2023-01-13","ITSA4","8.63","6.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"547","2023-01-13","CTSA4","1.61","14.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"548","2023-01-13","FESA4","55.12","9.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"549","2023-01-13","TASA4","12.84","11.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
"550","2023-01-13","CGRA4","29.05","11.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"551","2023-01-13","ALPA4","13.62","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"552","2023-01-13","GEPA4","25.41","9.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"553","2023-01-13","CTKA4","10","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"554","2023-01-13","HAGA4","1.13","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"555","2023-01-13","EUCA4","7.45","10.6","2023-01-14 14:30:12","2023-01-14 14:30:12"
"556","2023-01-13","ARZZ3","78.75","2.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"557","2023-01-13","DOTZ3","1.27","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"558","2023-01-13","PETZ3","6.17","0.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"559","2023-01-13","AGXY3","9.55","1.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"560","2023-01-13","CURY3","12.54","4.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"561","2023-01-13","FLRY3","15.18","5.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"562","2023-01-13","TUPY3","26.56","1.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"563","2023-01-13","MBLY3","3.36","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"564","2023-01-13","SHOW3","2.32","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"565","2023-01-13","LAVV3","5.06","12.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"566","2023-01-13","ODPV3","9.97","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"567","2023-01-13","HAPV3","4.25","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"568","2023-01-13","ENEV3","12.6","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"569","2023-01-13","ABEV3","13.88","5.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"570","2023-01-13","MGLU3","3.43","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"571","2023-01-13","ENJU3","1.08","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"572","2023-01-13","BLAU3","27.18","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"573","2023-01-13","VIVT3","38.13","8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"574","2023-01-13","VITT3","11.63","3.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"575","2023-01-13","WEST3","0.97","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"576","2023-01-13","RENT3","53.71","2.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"577","2023-01-13","MULT3","21.91","3.3","2023-01-14 14:30:12","2023-01-14 14:30:12"
"578","2023-01-13","LIGT3","4.44","5.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"579","2023-01-13","SMFT3","14.89","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"580","2023-01-13","ENAT3","14.25","12","2023-01-14 14:30:12","2023-01-14 14:30:12"
"581","2023-01-13","GMAT3","6.4","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"582","2023-01-13","WIZS3","6.88","8.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"583","2023-01-13","TOTS3","28.16","1.1","2023-01-14 14:30:12","2023-01-14 14:30:12"
"584","2023-01-13","JBSS3","21.5","9.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"585","2023-01-13","SGPS3","1.19","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"586","2023-01-13","TIMS3","11.63","5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"587","2023-01-13","MILS3","9.69","2.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"588","2023-01-13","BMKS3","315","5.7","2023-01-14 14:30:12","2023-01-14 14:30:12"
"589","2023-01-13","TRIS3","3.54","6.2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"590","2023-01-13","TPIS3","0.93","2","2023-01-14 14:30:12","2023-01-14 14:30:12"
"591","2023-01-13","LLIS3","1.68","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"592","2023-01-13","BRFS3","8","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"593","2023-01-13","FRAS3","9.25","3.8","2023-01-14 14:30:12","2023-01-14 14:30:12"
"594","2023-01-13","BOAS3","7.79","3.4","2023-01-14 14:30:12","2023-01-14 14:30:12"
"595","2023-01-13","PLAS3","9.59","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"596","2023-01-13","UCAS3","2.42","7.5","2023-01-14 14:30:12","2023-01-14 14:30:12"
"597","2023-01-13","ORVR3","35.9","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"598","2023-01-13","VIVR3","0.51","0","2023-01-14 14:30:12","2023-01-14 14:30:12"
"599","2023-01-13","DIRR3","14.81","7.9","2023-01-14 14:30:12","2023-01-14 14:30:12"
